meter_id,well_id,timestamp,welltop_to_water_cm,water_binary,welltop_to_ground_cm,total_well_length_cm,ground_elevation_m,welltop_elevation_m,offset_date,offset_cm,std_dev_cm,ground_to_water_cm
nw,KHF-XD4S,7/27/18 8:11,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
nw,KHF-XD4S,8/10/18 8:59,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
nw,KHF-XD4S,10/1/18 8:30,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
nm,KHF-XD4S,6/3/19 12:36,81.06666667,1,66.625,148.59,NA,NA,10/8/20,0,NA,-14.44166667
v4,KHF-XD4S,6/17/19 7:34,78.33333333,1,66.625,148.59,NA,NA,6/18/19,3.45875,NA,-15.16708333
v5,KHF-XD4S,7/5/19 8:22,139,1,66.625,148.59,NA,NA,7/6/19,3.45875,NA,-75.83375
nw,KHF-XD4S,7/26/19 6:12,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
nw,KHF-XD4S,8/4/19 8:42,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
nm,KHR-XD1N,6/3/19 12:36,NA,1,74.9,136.8666667,1976.154,NA,10/8/20,0,NA,
nm,KHR-XD1N,6/17/19 8:43,65,1,74.9,136.8666667,1976.154,NA,10/8/20,0,NA,9.9
v5,KHR-XD1N,7/5/19 7:30,101.6666667,1,74.9,136.8666667,1976.154,NA,7/6/19,3.45875,NA,-30.22541667
v.070919,KHR-XD1N,7/26/19 15:03,113.6,1,74.9,136.8666667,1976.154,NA,10/17/20,3.04,0.466535285,-41.74
v6,KHR-XD1N,9/2/19 13:20,118.9333333,1,74.9,136.8666667,1976.154,NA,9/2/19,2.99,0.555443284,-47.02333333
v6,KHR-XD1N,10/20/19 11:47,118.5,1,74.9,136.8666667,1976.154,NA,9/2/19,2.99,0.555443284,-46.59
v1,KHR-XD2N,6/1/18 8:40,97.79,1,73.1825,NA,1976.3925,NA,6/1/18,3.45875,NA,-28.06625
v1,KHR-XD2N,6/19/18 8:08,110.9133333,1,73.1825,NA,1976.3925,NA,6/1/18,3.45875,NA,-41.18958333
v1,KHR-XD2N,7/1/18 6:37,124.9891667,1,73.1825,NA,1976.3925,NA,6/1/18,3.45875,NA,-55.26541667
v2,KHR-XD2N,7/17/18 7:41,129.6,1,73.1825,NA,1976.3925,NA,7/15/18,4.595,0.211448638,-61.0125
v2,KHR-XD2N,7/27/18 8:09,128.2333333,1,73.1825,NA,1976.3925,NA,7/15/18,4.595,0.211448638,-59.64583333
v3,KHR-XD2N,8/10/18 8:10,129.1666667,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-59.58416667
v3,KHR-XD2N,8/25/18 6:48,130.4666667,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-60.88416667
v3,KHR-XD2N,9/16/18 9:15,127.1666667,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-57.58416667
v3,KHR-XD2N,10/1/18 8:27,125.3,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-55.7175
v3,KHR-XD2N,10/14/18 8:54,123.5333333,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-53.95083333
v3,KHR-XD2N,11/18/18 16:42,116.8333333,1,73.1825,NA,1976.3925,NA,8/24/18,3.6,0.322748612,-47.25083333
nw,KHR-XD2N,6/3/19 12:36,NA,0,73.1825,NA,1976.3925,NA,10/13/20,0,NA,
v6,KHR-XD2N,9/3/19 9:27,52.8,1,73.1825,NA,1976.3925,NA,9/2/19,2.99,0.555443284,17.3925
v6,KHR-XD2N,9/4/19 0:00,52.6,1,73.1825,NA,1976.3925,NA,9/2/19,2.99,0.555443284,17.5925
v6,KHR-XD2N,9/5/19 0:00,52.8,1,73.1825,NA,1976.3925,NA,9/2/19,2.99,0.555443284,17.3925
v1,KHR-XE2N,6/1/18 9:30,98.95416667,1,47.21,NA,NA,NA,6/1/18,3.45875,NA,-55.20291667
v1,KHR-XE2N,6/19/18 8:58,104.2458333,1,47.21,NA,NA,NA,6/1/18,3.45875,NA,-60.49458333
v1,KHR-XE2N,7/1/18 8:04,106.68,1,47.21,NA,NA,NA,6/1/18,3.45875,NA,-62.92875
v2,KHR-XE2N,7/17/18 8:24,108.9,1,47.21,NA,NA,NA,7/15/18,4.595,0.211448638,-66.285
v2,KHR-XE2N,7/27/18 8:32,109.2666667,1,47.21,NA,NA,NA,7/15/18,4.595,0.211448638,-66.65166667
v3,KHR-XE2N,8/10/18 8:38,109.2666667,1,47.21,NA,NA,NA,8/24/18,3.6,0.322748612,-65.65666667
v3,KHR-XE2N,8/25/18 7:13,110.1,1,47.21,NA,NA,NA,8/24/18,3.6,0.322748612,-66.49
v3,KHR-XE2N,9/16/18 8:47,109.3666667,1,47.21,NA,NA,NA,8/24/18,3.6,0.322748612,-65.75666667
v3,KHR-XE2N,10/1/18 7:51,109.5,1,47.21,NA,NA,NA,8/24/18,3.6,0.322748612,-65.89
v3,KHR-XE2N,10/14/18 8:10,107.8,1,47.21,NA,NA,NA,8/24/18,3.6,0.322748612,-64.19
nm,KHR-XE2N,11/18/18 16:25,105.2666667,1,47.21,NA,NA,NA,10/8/20,0,NA,-58.05666667
v1,KHT-XD3S,6/1/18 8:41,104.5633333,1,68.58,150,1976.782,NA,6/1/18,3.45875,NA,-39.44208333
nw,KHT-XD3S,10/1/18 8:30,NA,0,68.58,150,1976.782,NA,10/13/20,0,NA,-81.42
nw,KHT-XD3S,11/18/18 16:45,NA,0,68.58,150,1976.782,NA,10/13/20,0,NA,-81.42
nw,KHT-XD3S,6/3/19 12:36,NA,0,68.58,150,1976.782,NA,10/13/20,0,NA,-81.42
v4,KHT-XD3S,6/17/19 7:31,85.1,1,68.58,150,1976.782,NA,6/18/19,3.45875,NA,-19.97875
v5,KHT-XD3S,7/5/19 8:27,129.6666667,1,68.58,150,1976.782,NA,7/6/19,3.45875,NA,-64.54541667
nw,KHT-XD3S,7/26/19 6:12,NA,0,68.58,150,1976.782,NA,10/13/20,0,NA,-81.42
nw,KHT-XD3S,8/5/19 8:42,NA,0,68.58,150,1976.782,NA,10/13/20,0,NA,-81.42
v1,KHT-XD6N,6/1/18 8:32,70.90833333,1,46.87833333,142.2466667,1977.10675,NA,6/1/18,3.45875,NA,-27.48875
v1,KHT-XD6N,6/19/18 8:04,113.2416667,1,46.87833333,142.2466667,1977.10675,NA,6/1/18,3.45875,NA,-69.82208333
v1,KHT-XD6N,7/1/18 6:22,140.2291667,1,46.87833333,142.2466667,1977.10675,NA,6/1/18,3.45875,NA,-96.80958333
nw,KHT-XD6N,7/17/18 7:29,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,7/27/18 8:02,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,8/10/18 7:55,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,8/25/18 6:38,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,9/16/18 14:30,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,10/1/18 8:30,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,10/1/18 9:05,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,11/18/18 21:15,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nm,KHT-XD6N,6/3/19 9:57,44.9,1,46.87833333,142.2466667,1977.10675,NA,10/8/20,0,NA,1.978333333
v4,KHT-XD6N,6/17/19 8:51,51.83333333,1,46.87833333,142.2466667,1977.10675,NA,6/18/19,3.45875,NA,-8.41375
v5,KHT-XD6N,7/5/19 7:21,100.3333333,1,46.87833333,142.2466667,1977.10675,NA,7/6/19,3.45875,NA,-56.91375
v.070919,KHT-XD6N,7/26/19 6:54,139.5,1,46.87833333,142.2466667,1977.10675,NA,10/17/20,3.04,0.466535285,-95.66166667
nw,KHT-XD6N,8/4/19 7:58,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
nw,KHT-XD6N,9/21/19 8:12,NA,0,46.87833333,142.2466667,1977.10675,NA,10/13/20,0,NA,-95.36833335
v1,KHT-XE4S,7/1/18 7:40,120.015,1,76.68,142.125,1982.325,1983.104,6/1/18,3.45875,NA,-46.79375
v2,KHT-XE4S,7/17/18 8:11,134.7666667,1,76.68,142.125,1982.325,1983.104,7/15/18,4.595,0.211448638,-62.68166667
v2,KHT-XE4S,7/27/18 8:23,136.5666667,1,76.68,142.125,1982.325,1983.104,7/15/18,4.595,0.211448638,-64.48166667
v3,KHT-XE4S,8/10/18 8:28,136.175,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-63.095
v3,KHT-XE4S,8/25/18 7:01,141.2,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-68.12
v3,KHT-XE4S,9/16/18 9:03,138.5,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-65.42
v3,KHT-XE4S,10/1/18 8:09,137.8,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-64.72
v3,KHT-XE4S,10/14/18 8:22,114.8,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-41.72
v3,KHT-XE4S,11/18/18 16:15,99.16666667,1,76.68,142.125,1982.325,1983.104,8/24/18,3.6,0.322748612,-26.08666667
nm,KHT-XE4S,6/3/19 11:49,73.5,1,76.68,142.125,1982.325,1983.104,10/8/20,0,NA,3.18
v4,KHT-XE4S,6/17/19 8:09,71.2,1,76.68,142.125,1982.325,1983.104,6/18/19,3.45875,NA,2.02125
v5,KHT-XE4S,7/5/19 7:53,75.9,1,76.68,142.125,1982.325,1983.104,7/6/19,3.45875,NA,-2.67875
v.070919,KHT-XE4S,7/26/19 6:36,116.6333333,1,76.68,142.125,1982.325,1983.104,10/17/20,3.04,0.466535285,-42.99333333
bamboo speaker wire,KHT-XE4S,8/4/19 8:19,127.7,1,76.68,142.125,1982.325,1983.104,9/2/19,2.65,0.744983221,-53.67
v6,KHT-XE4S,8/20/19 6:48,136.5666667,1,76.68,142.125,1982.325,1983.104,9/2/19,2.99,0.555443284,-62.87666667
v6,KHT-XE4S,9/2/19 8:37,135.7,1,76.68,142.125,1982.325,1983.104,9/2/19,2.99,0.555443284,-62.01
v6,KHT-XE4S,9/21/19 8:29,115.4333333,1,76.68,142.125,1982.325,1983.104,9/2/19,2.99,0.555443284,-41.74333333
v6,KHT-XE4S,10/5/19 8:28,108.0666667,1,76.68,142.125,1982.325,1983.104,9/2/19,2.99,0.555443284,-34.37666667
v6,KHT-XE4S,10/20/19 10:53,104.5,1,76.68,142.125,1982.325,1983.104,9/2/19,2.99,0.555443284,-30.81
v1,KHT-XE5S,6/1/18 9:15,61.70083333,1,56.9575,151.3,1984.3855,1984.973,6/1/18,3.45875,NA,-8.202083333
v1,KHT-XE5S,6/19/18 8:55,84.1375,1,56.9575,151.3,1984.3855,1984.973,6/1/18,3.45875,NA,-30.63875
v1,KHT-XE5S,7/1/18 7:30,127.2116667,1,56.9575,151.3,1984.3855,1984.973,6/1/18,3.45875,NA,-73.71291667
v2,KHT-XE5S,7/17/18 8:07,145.0333333,1,56.9575,151.3,1984.3855,1984.973,7/15/18,4.595,0.211448638,-92.67083333
v2,KHT-XE5S,7/27/18 8:21,144.9333333,1,56.9575,151.3,1984.3855,1984.973,7/15/18,4.595,0.211448638,-92.57083333
v3,KHT-XE5S,8/10/18 8:20,144.4666667,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-91.10916667
v3,KHT-XE5S,8/25/18 6:58,146.5666667,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-93.20916667
v3,KHT-XE5S,9/16/18 9:02,141.6333333,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-88.27583333
v3,KHT-XE5S,10/1/18 8:11,140.2,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-86.8425
v3,KHT-XE5S,10/14/18 8:27,136.0333333,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-82.67583333
v3,KHT-XE5S,11/18/18 16:12,101.2333333,1,56.9575,151.3,1984.3855,1984.973,8/24/18,3.6,0.322748612,-47.87583333
nm,KHT-XE5S,6/3/19 11:43,58.53333333,1,56.9575,151.3,1984.3855,1984.973,10/8/20,0,NA,-1.575833333
v4,KHT-XE5S,6/17/19 8:06,56.56666667,1,56.9575,151.3,1984.3855,1984.973,6/18/19,3.45875,NA,-3.067916667
v5,KHT-XE5S,7/5/19 7:56,70.63333333,1,56.9575,151.3,1984.3855,1984.973,7/6/19,3.45875,NA,-17.13458333
v.070919,KHT-XE5S,7/26/19 15:52,121.6666667,1,56.9575,151.3,1984.3855,1984.973,10/17/20,3.04,0.466535285,-67.74916667
v6,KHT-XE5S,9/2/19 12:48,144.8666667,1,56.9575,151.3,1984.3855,1984.973,9/2/19,2.99,0.555443284,-90.89916667
nw,KHT-XE5S,9/21/19 9:48,NA,0,56.9575,151.3,1984.3855,1984.973,10/13/20,0,NA,-94.3425
v6,KHT-XE5S,10/20/19 11:00,124.1,1,56.9575,151.3,1984.3855,1984.973,9/2/19,2.99,0.555443284,-70.1325
v1,KHT-XE6S,6/1/18 9:14,43.18,1,41.62333333,143.7666667,1985.726,1986.149,6/1/18,3.45875,NA,-5.015416667
v1,KHT-XE6S,6/19/18 8:58,62.5475,1,41.62333333,143.7666667,1985.726,1986.149,6/1/18,3.45875,NA,-24.38291667
v1,KHT-XE6S,7/1/18 7:10,112.5008333,1,41.62333333,143.7666667,1985.726,1986.149,6/1/18,3.45875,NA,-74.33625
nw,KHT-XE6S,7/17/18 8:03,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,7/27/18 8:18,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,8/10/18 7:55,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,9/16/18 9:05,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,10/1/18 8:15,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,10/14/18 8:29,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nm,KHT-XE6S,6/3/19 11:39,39.76666667,1,41.62333333,143.7666667,1985.726,1986.149,10/8/20,0,NA,1.856666667
v4,KHT-XE6S,6/17/19 8:03,38.4,1,41.62333333,143.7666667,1985.726,1986.149,6/18/19,3.45875,NA,-0.235416667
v5,KHT-XE6S,7/5/19 7:59,43.16666667,1,41.62333333,143.7666667,1985.726,1986.149,7/6/19,3.45875,NA,-5.002083333
v.070919,KHT-XE6S,7/26/19 6:47,104.5666667,1,41.62333333,143.7666667,1985.726,1986.149,10/17/20,3.04,0.466535285,-65.98333333
bamboo speaker wire,KHT-XE6S,8/4/19 8:24,126.1,1,41.62333333,143.7666667,1985.726,1986.149,9/2/19,2.65,0.744983221,-87.12666667
nw,KHT-XE6S,8/20/19 6:53,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,9/2/19 8:40,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,9/21/19 8:32,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
nw,KHT-XE6S,10/5/19 8:30,NA,0,41.62333333,143.7666667,1985.726,1986.149,10/13/20,0,NA,-102.1433333
v5,KRH-XD1S,7/5/19 8:28,105.2666667,1,73.25,147.0666667,NA,NA,7/6/19,3.45875,NA,-35.47541667
nw,KRH-XD1S,7/26/19 15:06,117,0,73.25,147.0666667,NA,NA,10/13/20,0,NA,-43.75
v.070919,KRH-XD1S,7/26/19 15:06,117.25,1,73.25,147.0666667,NA,NA,10/17/20,3.04,0.466535285,-47.04
v6,KRH-XD1S,9/2/19 13:12,121.6,1,73.25,147.0666667,NA,NA,9/2/19,2.99,0.555443284,-51.34
v6,KRH-XD1S,10/20/19 11:44,119.7,1,73.25,147.0666667,NA,NA,9/2/19,2.99,0.555443284,-49.44
v1,KWF-1,7/1/18 8:25,121.1791667,1,69.5,153.45,NA,NA,6/1/18,3.45875,NA,-55.13791667
v2,KWF-1,7/17/18 8:46,140.6333333,1,69.5,153.45,NA,NA,7/15/18,4.595,0.211448638,-75.72833333
v2,KWF-1,7/27/18 8:51,141.8,1,69.5,153.45,NA,NA,7/15/18,4.595,0.211448638,-76.895
v3,KWF-1,8/10/18 8:56,146.5,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-80.6
v3,KWF-1,8/25/18 8:25,149.2666667,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-83.36666667
v3,KWF-1,9/16/18 14:00,145.2333333,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-79.33333333
v3,KWF-1,10/1/18 8:48,133.5,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-67.6
v3,KWF-1,10/14/18 8:58,100.9666667,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-35.06666667
v3,KWF-1,11/18/18 15:30,94.86666667,1,69.5,153.45,NA,NA,8/24/18,3.6,0.322748612,-28.96666667
nm,KWF-1,6/3/19 13:16,66.43333333,1,69.5,153.45,NA,NA,10/8/20,0,NA,3.066666667
v4,KWF-1,6/17/19 7:02,65.66666667,1,69.5,153.45,NA,NA,6/18/19,3.45875,NA,0.374583333
v5,KWF-1,7/5/19 8:39,91.33333333,1,69.5,153.45,NA,NA,7/6/19,3.45875,NA,-25.29208333
v.070919,KWF-1,7/26/19 5:59,102.3,1,69.5,153.45,NA,NA,10/17/20,3.04,0.466535285,-35.84
bamboo speaker wire,KWF-1,8/4/19 8:00,122.5,1,69.5,153.45,NA,NA,9/2/19,2.65,0.744983221,-55.65
v6,KWF-1,8/20/19 7:15,136.9333333,1,69.5,153.45,NA,NA,9/2/19,2.99,0.555443284,-70.42333333
v6,KWF-1,9/2/19 8:56,140.1,1,69.5,153.45,NA,NA,9/2/19,2.99,0.555443284,-73.59
v6,KWF-1,9/21/19 8:53,111.5333333,1,69.5,153.45,NA,NA,9/2/19,2.99,0.555443284,-45.02333333
v6,KWF-1,10/5/19 8:49,94.7,1,69.5,153.45,NA,NA,9/2/19,2.99,0.555443284,-28.19
v6,KWF-1,10/20/19 12:14,88.3,1,69.5,153.45,NA,NA,9/2/19,2.99,0.555443284,-21.79
v1,KWR-1,7/1/18 8:30,93.87416667,1,73.05,150.4,NA,NA,6/1/18,3.45875,NA,-24.28291667
v2,KWR-1,7/17/18 8:51,100.4666667,1,73.05,150.4,NA,NA,7/15/18,4.595,0.211448638,-32.01166667
v2,KWR-1,7/27/18 8:57,102.4,1,73.05,150.4,NA,NA,7/15/18,4.595,0.211448638,-33.945
v3,KWR-1,8/10/18 8:59,102.2333333,1,73.05,150.4,NA,NA,8/24/18,3.6,0.322748612,-32.78333333
v3,KWR-1,8/25/18 8:20,103.9666667,1,73.05,150.4,NA,NA,8/24/18,3.6,0.322748612,-34.51666667
v3,KWR-1,9/16/18 13:55,105.8,1,73.05,150.4,NA,NA,8/24/18,3.6,0.322748612,-36.35
v3,KWR-1,10/1/18 8:39,102.1666667,1,73.05,150.4,NA,NA,8/24/18,3.6,0.322748612,-32.71666667
v3,KWR-1,11/18/18 15:26,106.3333333,1,73.05,150.4,NA,NA,8/24/18,3.6,0.322748612,-36.88333333
nm,KWR-1,6/3/19 13:35,64.33333333,1,73.05,150.4,NA,NA,10/8/20,0,NA,8.716666667
nm,KWR-1,6/17/19 6:55,65,1,73.05,150.4,NA,NA,10/8/20,0,NA,8.05
v5,KWR-1,7/5/19 8:48,75.16666667,1,73.05,150.4,NA,NA,7/6/19,3.45875,NA,-5.575416667
v.070919,KWR-1,7/26/19 5:55,92.23333333,1,73.05,150.4,NA,NA,10/17/20,3.04,0.466535285,-22.22333333
bamboo speaker wire,KWR-1,8/4/19 8:51,94.26666667,1,73.05,150.4,NA,NA,9/2/19,2.65,0.744983221,-23.86666667
v6,KWR-1,8/20/19 7:18,98.63333333,1,73.05,150.4,NA,NA,9/2/19,2.99,0.555443284,-28.57333333
v6,KWR-1,9/2/19 9:00,100.3,1,73.05,150.4,NA,NA,9/2/19,2.99,0.555443284,-30.24
v6,KWR-1,9/21/19 8:58,99.56666667,1,73.05,150.4,NA,NA,9/2/19,2.99,0.555443284,-29.50666667
v6,KWR-1,10/5/19 8:55,99,1,73.05,150.4,NA,NA,9/2/19,2.99,0.555443284,-28.94
v6,KWR-1,10/20/19 12:18,100.2,1,73.05,150.4,NA,NA,9/2/19,2.99,0.555443284,-30.14
v1,KWR-XE1N,7/1/18 8:00,127,1,90.1,NA,1981.129,NA,6/1/18,3.45875,NA,-40.35875
v2,KWR-XE1N,7/17/18 8:21,129.8,1,90.1,NA,1981.129,NA,7/15/18,4.595,0.211448638,-44.295
v2,KWR-XE1N,7/27/18 8:30,131.2666667,1,90.1,NA,1981.129,NA,7/15/18,4.595,0.211448638,-45.76166667
v3,KWR-XE1N,8/10/18 8:37,131.9333333,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-45.43333333
v3,KWR-XE1N,8/25/18 7:15,133.7,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-47.2
v3,KWR-XE1N,9/16/18 8:45,134.6,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-48.1
v3,KWR-XE1N,10/1/18 7:55,135.4,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-48.9
v3,KWR-XE1N,10/14/18 8:14,135.1333333,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-48.63333333
v3,KWR-XE1N,11/18/18 16:23,133.6333333,1,90.1,NA,1981.129,NA,8/24/18,3.6,0.322748612,-47.13333333
nm,KWR-XE1N,6/17/19 8:25,82,1,90.1,NA,1981.129,NA,10/8/20,0,NA,8.1
v4,KWR-XE1N,6/17/19 8:25,82,1,90.1,NA,1981.129,NA,6/18/19,3.45875,NA,4.64125
v5,KWR-XE1N,7/5/19 7:43,107.9666667,1,90.1,NA,1981.129,NA,7/6/19,3.45875,NA,-21.32541667
v.070919,KWR-XE1N,7/26/19 6:36,123.8666667,1,90.1,NA,1981.129,NA,10/17/20,3.04,0.466535285,-36.80666667
bamboo speaker wire,KWR-XE1N,8/4/19 8:12,127.4333333,1,90.1,NA,1981.129,NA,9/2/19,2.65,0.744983221,-39.98333333
v6,KWR-XE1N,8/20/19 6:31,130.6666667,1,90.1,NA,1981.129,NA,9/2/19,2.99,0.555443284,-43.55666667
v6,KWR-XE1N,9/2/19 8:31,131.9,1,90.1,NA,1981.129,NA,9/2/19,2.99,0.555443284,-44.79
v6,KWR-XE1N,9/21/19 8:21,131.3333333,1,90.1,NA,1981.129,NA,9/2/19,2.99,0.555443284,-44.22333333
v6,KWR-XE1N,10/5/19 8:18,131.5666667,1,90.1,NA,1981.129,NA,9/2/19,2.99,0.555443284,-44.45666667
v6,KWR-XE1N,10/20/19 10:44,132.4666667,1,90.1,NA,1981.129,NA,9/2/19,2.99,0.555443284,-45.35666667
v1,KWT-1,6/19/18 8:34,113.03,1,55.6,136.7,1989.11,NA,6/1/18,3.45875,NA,-60.88875
v1,KWT-1,7/1/18 6:52,134.7258333,1,55.6,136.7,1989.11,NA,6/1/18,3.45875,NA,-82.58458333
nw,KWT-1,7/17/18 7:55,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nw,KWT-1,7/27/18 8:14,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nw,KWT-1,8/10/18 7:55,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nw,KWT-1,9/16/18 14:32,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nw,KWT-1,10/1/18 8:18,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nw,KWT-1,10/14/18 8:54,NA,0,55.6,136.7,1989.11,NA,10/13/20,0,NA,-81.1
nm,KWT-1,6/3/19 12:10,55.66666667,1,55.6,136.7,1989.11,NA,10/8/20,0,NA,-0.066666667
v4,KWT-1,6/17/19 7:52,54.3,1,55.6,136.7,1989.11,NA,6/18/19,3.45875,NA,-2.15875
v5,KWT-1,7/5/19 8:09,57.73333333,1,55.6,136.7,1989.11,NA,7/6/19,3.45875,NA,-5.592083333
v.070919,KWT-1,7/26/19 15:15,96.93333333,1,55.6,136.7,1989.11,NA,10/17/20,3.04,0.466535285,-44.37333333
v6,KWT-1,8/20/19 17:45,121.9333333,1,55.6,136.7,1989.11,NA,9/2/19,2.99,0.555443284,-69.32333333
v6,KWT-1,9/2/19 12:35,129.9666667,1,55.6,136.7,1989.11,NA,9/2/19,2.99,0.555443284,-77.35666667
v6,KWT-1,10/20/19 11:22,61.73333333,1,55.6,136.7,1989.11,NA,9/2/19,2.99,0.555443284,-9.123333333
v5,LET-1,7/7/19 9:00,64.56666667,1,37.375,NA,NA,NA,7/6/19,3.45875,NA,-30.65041667
v.070919,LET-1,7/26/19 8:50,86.56666667,1,37.375,NA,NA,NA,10/17/20,3.04,0.466535285,-52.23166667
bamboo speaker wire,LET-1,8/5/19 8:24,98.8,1,37.375,NA,NA,NA,9/2/19,2.65,0.744983221,-64.075
v6,LET-1,8/20/19 8:14,112.9,1,37.375,NA,NA,NA,9/2/19,2.99,0.555443284,-78.515
v6,LET-1,9/3/19 7:53,121.5333333,1,37.375,NA,NA,NA,9/2/19,2.99,0.555443284,-87.14833333
v6,LET-1,9/21/19 7:29,96.4,1,37.375,NA,NA,NA,9/2/19,2.99,0.555443284,-62.015
v6,LET-1,10/5/19 9:39,83.93333333,1,37.375,NA,NA,NA,9/2/19,2.99,0.555443284,-49.54833333
v6,LET-1,10/19/19 10:13,75.73333333,1,37.375,NA,NA,NA,9/2/19,2.99,0.555443284,-41.34833333
v5,LHT-1,7/7/19 8:59,82.13333333,1,47.225,148,NA,NA,7/6/19,3.45875,NA,-38.36708333
v.070919,LHT-1,7/26/19 6:50,81.23333333,1,47.225,148,NA,NA,10/17/20,3.04,0.466535285,-37.04833333
v.070919,LHT-1,7/26/19 8:58,102.9,1,47.225,148,NA,NA,10/17/20,3.04,0.466535285,-58.715
bamboo speaker wire,LHT-1,8/5/19 8:23,115.4333333,1,47.225,148,NA,NA,9/2/19,2.65,0.744983221,-70.85833333
v6,LHT-1,8/20/19 8:11,128.1,1,47.225,148,NA,NA,9/2/19,2.99,0.555443284,-83.865
v6,LHT-1,9/3/19 7:51,132.5,1,47.225,148,NA,NA,9/2/19,2.99,0.555443284,-88.265
nw,LHT-1,9/21/19 7:25,148,0,47.225,148,NA,NA,10/13/20,0,NA,-100.775
v6,LHT-1,10/5/19 8:05,66.1,1,47.225,148,NA,NA,9/2/19,2.99,0.555443284,-21.865
v6,LHT-1,10/5/19 9:38,104.9333333,1,47.225,148,NA,NA,9/2/19,2.99,0.555443284,-60.69833333
