," PDSI (gridMET Drought) at -120.2609E,39.4333N, 1980-11-01 to 2025-11-01"," PDSI (gridMET Drought) at -120.2415E,39.4318N, 1980-11-01 to 2025-11-01"
"2024-11-25",-1.97,-1.97
"2024-11-30",-1.95,-1.95
"2024-12-05",-1.96,-1.96
"2024-12-10",-1.99,-1.99
"2024-12-15",-2.02,-2.02
"2024-12-20",-2.05,-2.05
"2024-12-25",-2.1,-2.1
"2024-12-30",-2.12,-2.12
"2025-01-05",-2.12,-2.12
"2025-01-10",-2.12,-2.12
"2025-01-15",-2.15,-2.15
"2025-01-20",-2.19,-2.19
"2025-01-25",-2.23,-2.23
"2025-01-30",-2.3,-2.3
"2025-02-04",-2.26,-2.26
"2025-02-09",-2.2,-2.2
"2025-02-14",-2.09,-2.09
"2025-02-19",-2,-2
"2025-02-24",-1.93,-1.93
"2025-03-01",-1.88,-1.88
"2025-03-06",-1.89,-1.89
"2025-03-11",-1.94,-1.94
"2025-03-16",-2.02,-2.02
"2025-03-21",-2.06,-2.06
"2025-03-26",-2.1,-2.1
"2025-03-31",-2.07,-2.07
"2025-04-05",-2.02,-2.02
"2025-04-10",-1.95,-1.95
"2025-04-15",-1.95,-1.95
"2025-04-20",-1.97,-1.97
"2025-04-25",-1.96,-1.96
"2025-04-30",-2,-2
"2025-05-05",-2.06,-2.06
"2025-05-10",-2.1,-2.1
"2025-05-15",-2.1,-2.1
"2025-05-20",-2.09,-2.09
"2025-05-25",-2.07,-2.07
"2025-05-30",-2.13,-2.13
"2025-06-04",-2.21,-2.21
"2025-06-09",-2.27,-2.27
"2025-06-14",-2.33,-2.33
"2025-06-19",-2.42,-2.42
"2025-06-24",-2.47,-2.47
"2025-06-29",-2.55,-2.55
"2025-07-04",-2.63,-2.63
"2025-07-09",-2.7,-2.7
"2025-07-14",-2.76,-2.76
"2025-07-19",-2.8,-2.8
"2025-07-24",-2.84,-2.84
"2025-07-29",-2.83,-2.83
"2025-08-03",-2.8,-2.8
"2025-08-08",-2.78,-2.78
"2025-08-13",-2.74,-2.74
"2025-08-18",-2.71,-2.71
"2025-08-23",-2.68,-2.68
"2025-08-28",-2.53,-2.53
"2025-09-02",-2.33,-2.33
"2025-09-07",-2.09,-2.09
"2025-09-12",-1.87,-1.87
"2025-09-17",-1.68,-1.68
"2025-09-22",-1.5,-1.5
"2025-09-27",-1.49,-1.49
"2025-10-02",-1.42,-1.42
"2025-10-07",-1.37,-1.37
"2025-10-12",-1.32,-1.32
"2025-10-17",-1.2,-1.2
"2025-10-22",-1.11,-1.11
"2025-10-27",-1.01,-1.01
"2025-11-01",-1.01,-1.01
